sbp,dbp,cp,sut,dt,dt10,st10_p_dt10,st10_d_dt10,dt25,st25_p_dt25,st25_d_dt25,dt33,st33_p_dt33,st33_d_dt33,dt50,st50_p_dt50,st50_d_dt50,dt66,st66_p_dt66,st66_d_dt66,dt75,st75_p_dt75,st75_d_dt75
133.6375,53.24007,0.776,0.168,0.592,0.36,0.488,2.8125,0.232,0.344,2.071429,0.184,0.288,1.769231,0.144,0.232,1.636364,0.112,0.184,1.555556,0.096,0.16,1.5
139.4499,54.65655,0.824,0.184,0.656,0.424,0.552,3.3125,0.288,0.4,2.571429,0.208,0.312,2,0.136,0.232,1.416667,0.104,0.176,1.444444,0.088,0.152,1.375
143.0155,53.72851,0.784,0.168,0.616,0.392,0.52,3.0625,0.272,0.384,2.428571,0.208,0.312,2,0.144,0.232,1.636364,0.112,0.184,1.555556,0.096,0.16,1.5
153.224,55.4869,0.712,0.184,0.552,0.352,0.488,2.588235,0.192,0.312,1.6,0.16,0.272,1.428571,0.12,0.224,1.153846,0.096,0.184,1.090909,0.088,0.16,1.222222
147.8511,57.34298,0.616,0.16,0.456,0.36,0.48,3,0.208,0.312,2,0.168,0.264,1.75,0.136,0.216,1.7,0.112,0.176,1.75,0.096,0.152,1.714286
135.7866,54.80308,0.784,0.16,0.608,0.416,0.544,3.25,0.272,0.376,2.615385,0.208,0.304,2.166667,0.152,0.24,1.727273,0.12,0.192,1.666667,0.104,0.168,1.625
150.0979,55.9265,0.792,0.176,0.488,0.36,0.496,2.647059,0.2,0.32,1.666667,0.16,0.272,1.428571,0.128,0.224,1.333333,0.096,0.176,1.2,0.088,0.16,1.222222
151.4167,55.19384,0.76,0.304,0.584,0.384,0.512,3,0.264,0.376,2.357143,0.192,0.296,1.846154,0.144,0.232,1.636364,0.112,0.184,1.555556,0.096,0.16,1.5
151.3679,56.90338,0.808,0.176,0.632,0.344,0.48,2.529412,0.184,0.304,1.533333,0.152,0.264,1.357143,0.12,0.216,1.25,0.096,0.184,1.090909,0.088,0.16,1.222222
150.2933,54.31464,0.608,0.176,0.456,0.368,0.504,2.705882,0.256,0.376,2.133333,0.192,0.304,1.714286,0.136,0.232,1.416667,0.112,0.192,1.4,0.096,0.168,1.333333
148.8768,62.17854,0.904,0.152,0.496,0.304,0.424,2.533333,0.176,0.28,1.692308,0.152,0.248,1.583333,0.128,0.208,1.6,0.104,0.176,1.444444,0.088,0.144,1.571429
154.2985,51.23747,0.696,0.408,0.536,0.4,0.536,2.941176,0.272,0.392,2.266667,0.208,0.32,1.857143,0.144,0.24,1.5,0.112,0.192,1.4,0.096,0.168,1.333333
135.5424,55.87766,0.864,0.272,0.672,0.376,0.488,3.357143,0.216,0.312,2.25,0.176,0.264,2,0.136,0.208,1.888889,0.112,0.176,1.75,0.096,0.144,2
74.7315,73.6569,0.768,0.192,0.624,0.392,0.536,2.72222,0.264,0.392,2.0625,0.144,0.264,1.2,0.104,0.208,1,0.08,0.168,0.909091,0.064,0.144,0.8
134.6144,55.73112,0.824,0.144,0.68,0.416,0.52,4,0.264,0.352,3,0.192,0.272,2.4,0.152,0.216,2.375,0.128,0.184,2.285714,0.112,0.16,2.333333
76.0991,74.7803,0.832,0.144,0.528,0.336,0.44,3.23077,0.168,0.256,1.90909,0.152,0.232,1.9,0.128,0.2,1.77778,0.104,0.16,1.85714,0.088,0.136,1.83333
139.5965,57.00107,0.816,0.304,0.584,0.392,0.512,3.266667,0.224,0.32,2.333333,0.184,0.272,2.090909,0.144,0.216,2,0.112,0.168,2,0.096,0.144,2
77.1248,76.4899,0.544,0.232,0.416,0.336,0.448,3,0.192,0.288,2,0.168,0.256,1.90909,0.136,0.208,1.88889,0.112,0.168,2,0.096,0.144,2
136.0797,55.63343,0.864,0.128,0.512,0.192,0.28,2.181818,0.136,0.216,1.7,0.128,0.2,1.777778,0.104,0.16,1.857143,0.08,0.128,1.666667,0.072,0.112,1.8
140.7199,59.73634,0.808,0.304,0.648,0.408,0.52,3.642857,0.264,0.36,2.75,0.208,0.296,2.363636,0.152,0.224,2.111111,0.12,0.184,1.875,0.104,0.152,2.166667
79.3717,78.5413,0.824,0.16,0.6,0.416,0.528,3.71429,0.28,0.376,2.91667,0.2,0.288,2.27273,0.16,0.232,2.22222,0.128,0.184,2.28571,0.112,0.16,2.33333
143.5528,58.85715,0.608,0.224,0.472,0.368,0.48,3.285714,0.184,0.28,1.916667,0.168,0.256,1.909091,0.136,0.208,1.888889,0.112,0.176,1.75,0.096,0.152,1.714286
79.7624,79.0298,0.896,0.136,0.584,0.344,0.448,3.30769,0.2,0.288,2.27273,0.176,0.256,2.2,0.144,0.208,2.25,0.12,0.176,2.14286,0.104,0.152,2.16667
142.1852,59.05252,0.832,0.312,0.68,0.44,0.56,3.666667,0.304,0.4,3.166667,0.208,0.296,2.363636,0.16,0.232,2.222222,0.128,0.184,2.285714,0.112,0.16,2.333333
80.0555,79.4694,0.808,0.152,0.656,0.368,0.48,3.28571,0.296,0.392,3.08333,0.208,0.296,2.36364,0.144,0.224,1.8,0.112,0.176,1.75,0.096,0.152,1.71429
141.8921,65.0115,0.8,0.152,0.64,0.456,0.568,4.071429,0.32,0.416,3.333333,0.24,0.328,2.727273,0.144,0.224,1.8,0.12,0.184,1.875,0.104,0.16,1.857143
80.2997,78.9809,0.816,0.16,0.64,0.368,0.48,3.28571,0.216,0.312,2.25,0.176,0.272,1.83333,0.144,0.224,1.8,0.112,0.176,1.75,0.096,0.152,1.71429
151.1725,60.17594,0.776,0.176,0.624,0.392,0.52,3.0625,0.176,0.288,1.571429,0.152,0.256,1.461538,0.12,0.208,1.363636,0.096,0.168,1.333333,0.08,0.144,1.25
67.5026,51.8724,0.856,0.288,0.688,0.424,0.552,3.3125,0.264,0.376,2.35714,0.2,0.304,1.92308,0.152,0.24,1.72727,0.12,0.192,1.66667,0.104,0.168,1.625
121.0357,67.84446,0.848,0.168,0.544,0.424,0.544,3.533333,0.232,0.336,2.230769,0.184,0.28,1.916667,0.144,0.224,1.8,0.112,0.184,1.555556,0.096,0.16,1.5
68.2841,50.5536,0.856,0.304,0.672,0.432,0.552,3.6,0.256,0.36,2.46154,0.2,0.296,2.08333,0.152,0.232,1.9,0.12,0.184,1.875,0.096,0.152,1.71429
116.6886,65.0115,0.84,0.184,0.68,0.408,0.544,3,0.224,0.344,1.866667,0.184,0.296,1.642857,0.144,0.24,1.5,0.112,0.192,1.4,0.096,0.168,1.333333
65.3534,53.1912,0.848,0.16,0.672,0.408,0.528,3.4,0.192,0.288,2,0.168,0.256,1.90909,0.136,0.216,1.7,0.112,0.176,1.75,0.096,0.152,1.71429
116.249,66.23261,0.848,0.176,0.688,0.504,0.632,3.9375,0.288,0.4,2.571429,0.208,0.312,2,0.152,0.24,1.727273,0.12,0.192,1.666667,0.104,0.168,1.625
66.721,52.3609,0.84,0.16,0.664,0.392,0.512,3.26667,0.192,0.296,1.84615,0.168,0.264,1.75,0.136,0.216,1.7,0.112,0.176,1.75,0.096,0.152,1.71429
70.7263,51.6771,0.848,0.16,0.608,0.472,0.6,3.6875,0.184,0.288,1.76923,0.168,0.264,1.75,0.136,0.216,1.7,0.112,0.184,1.55556,0.096,0.152,1.71429
125.627,67.84446,0.816,0.24,0.656,0.464,0.6,3.411765,0.312,0.424,2.785714,0.24,0.344,2.307692,0.16,0.248,1.818182,0.128,0.208,1.6,0.104,0.168,1.625
68.626,53.875,0.84,0.16,0.552,0.328,0.448,2.73333,0.192,0.296,1.84615,0.176,0.272,1.83333,0.144,0.224,1.8,0.12,0.184,1.875,0.096,0.152,1.71429
127.19,69.79823,0.624,0.288,0.456,0.36,0.488,2.8125,0.216,0.328,1.928571,0.176,0.28,1.692308,0.136,0.224,1.545455,0.112,0.184,1.555556,0.096,0.16,1.5
70.2378,52.5563,0.896,0.168,0.728,0.464,0.592,3.625,0.288,0.4,2.57143,0.192,0.296,1.84615,0.136,0.232,1.41667,0.112,0.192,1.4,0.088,0.16,1.22222
127.6785,68.82134,0.84,0.168,0.648,0.408,0.528,3.4,0.208,0.312,2,0.176,0.272,1.833333,0.144,0.232,1.636364,0.12,0.192,1.666667,0.104,0.168,1.625
69.4075,55.0961,0.8,0.192,0.632,0.48,0.608,3.75,0.248,0.36,2.21429,0.184,0.288,1.76923,0.136,0.224,1.54545,0.104,0.176,1.44444,0.088,0.144,1.57143
122.1591,52.36088,0.816,0.168,0.656,0.416,0.544,3.25,0.264,0.376,2.357143,0.2,0.304,1.923077,0.152,0.24,1.727273,0.12,0.192,1.666667,0.104,0.168,1.625
67.7956,66.0372,0.856,0.16,0.624,0.472,0.584,4.21429,0.392,0.488,4.08333,0.28,0.368,3.18182,0.176,0.248,2.44444,0.136,0.2,2.125,0.112,0.168,2
120.6938,51.92128,0.824,0.232,0.648,0.456,0.584,3.5625,0.296,0.408,2.642857,0.216,0.32,2.076923,0.152,0.24,1.727273,0.12,0.192,1.666667,0.104,0.168,1.625
66.1349,64.9138,0.824,0.176,0.648,0.44,0.576,3.23529,0.304,0.416,2.71429,0.224,0.328,2.15385,0.16,0.256,1.66667,0.12,0.2,1.5,0.104,0.176,1.44444
118.0074,52.36088,0.816,0.176,0.648,0.504,0.632,3.9375,0.312,0.424,2.785714,0.184,0.288,1.769231,0.144,0.232,1.636364,0.112,0.184,1.555556,0.096,0.16,1.5
66.721,64.7184,0.808,0.168,0.6,0.416,0.544,3.25,0.304,0.416,2.71429,0.232,0.336,2.23077,0.168,0.256,1.90909,0.128,0.208,1.6,0.112,0.176,1.75
123.2825,52.1655,0.8,0.208,0.632,0.448,0.576,3.5,0.36,0.472,3.214286,0.264,0.368,2.538462,0.168,0.256,1.909091,0.136,0.208,1.888889,0.112,0.168,2
67.4049,66.2326,0.8,0.168,0.64,0.52,0.648,4.0625,0.352,0.456,3.38462,0.24,0.344,2.30769,0.16,0.24,2,0.128,0.2,1.77778,0.104,0.16,1.85714
132.5629,52.84932,0.816,0.376,0.632,0.464,0.624,2.9,0.328,0.464,2.411765,0.272,0.4,2.125,0.168,0.28,1.5,0.128,0.224,1.333333,0.104,0.184,1.3
128.2646,52.55626,0.816,0.184,0.616,0.352,0.496,2.444444,0.208,0.336,1.625,0.168,0.288,1.4,0.128,0.232,1.230769,0.104,0.184,1.3,0.088,0.16,1.222222
74.1942,73.8523,0.792,0.2,0.624,0.456,0.608,3,0.328,0.464,2.41176,0.272,0.4,2.125,0.152,0.264,1.35714,0.12,0.216,1.25,0.096,0.176,1.2
133.5398,53.77736,0.824,0.168,0.624,0.328,0.456,2.5625,0.208,0.32,1.857143,0.176,0.28,1.692308,0.136,0.224,1.545455,0.112,0.184,1.555556,0.096,0.16,1.5
127.7273,53.0447,0.792,0.2,0.608,0.456,0.616,2.85,0.32,0.456,2.352941,0.248,0.376,1.9375,0.152,0.264,1.357143,0.12,0.216,1.25,0.096,0.184,1.090909
74.6826,74.4873,0.808,0.184,0.528,0.328,0.472,2.27778,0.2,0.32,1.66667,0.168,0.28,1.5,0.128,0.224,1.33333,0.104,0.184,1.3,0.088,0.16,1.22222
134.419,54.16811,0.792,0.28,0.608,0.416,0.576,2.6,0.296,0.432,2.176471,0.24,0.368,1.875,0.152,0.264,1.357143,0.112,0.208,1.166667,0.096,0.176,1.2
128.9484,53.63083,0.8,0.184,0.552,0.376,0.52,2.611111,0.248,0.376,1.9375,0.2,0.32,1.666667,0.144,0.248,1.384615,0.112,0.2,1.272727,0.096,0.176,1.2
74.6338,74.0965,0.792,0.248,0.592,0.408,0.56,2.68421,0.288,0.424,2.11765,0.232,0.352,1.93333,0.144,0.248,1.38462,0.112,0.2,1.27273,0.096,0.176,1.2
169.489,74.19419,0.72,0.192,0.552,0.376,0.52,2.611111,0.256,0.384,2,0.184,0.304,1.533333,0.136,0.24,1.307692,0.112,0.2,1.272727,0.096,0.176,1.2
173.6896,74.29188,0.752,0.168,0.56,0.392,0.528,2.882353,0.272,0.392,2.266667,0.224,0.336,2,0.168,0.264,1.75,0.136,0.216,1.7,0.12,0.192,1.666667
171.9312,74.68264,0.72,0.192,0.52,0.344,0.496,2.263158,0.24,0.376,1.764706,0.184,0.312,1.4375,0.128,0.24,1.142857,0.104,0.2,1.083333,0.096,0.184,1.090909
175.1061,75.4153,0.704,0.2,0.52,0.384,0.544,2.4,0.272,0.416,1.888889,0.216,0.352,1.588235,0.144,0.264,1.2,0.112,0.216,1.076923,0.096,0.192,1
171.1009,74.63379,0.496,0.184,0.36,0.216,0.352,1.588235,0.16,0.28,1.333333,0.144,0.256,1.285714,0.12,0.224,1.153846,0.104,0.192,1.181818,0.088,0.168,1.1
159.1341,87.91939,0.632,0.136,0.448,0.368,0.472,3.538462,0.272,0.36,3.090909,0.216,0.296,2.7,0.128,0.192,2,0.096,0.152,1.714286,0.08,0.128,1.666667
97.1021,96.5648,0.68,0.184,0.488,0.376,0.52,2.61111,0.264,0.392,2.0625,0.216,0.336,1.8,0.16,0.264,1.53846,0.128,0.216,1.45455,0.112,0.184,1.55556
166.3142,68.91903,0.68,0.192,0.344,0.24,0.336,2.5,0.128,0.208,1.6,0.112,0.184,1.555556,0.088,0.152,1.375,0.072,0.12,1.5,0.064,0.104,1.6
137.6915,75.85489,0.72,0.336,0.56,0.4,0.544,2.777778,0.288,0.416,2.25,0.232,0.352,1.933333,0.168,0.272,1.615385,0.128,0.224,1.333333,0.112,0.192,1.4
88.8474,86.796,0.752,0.16,0.488,0.368,0.496,2.875,0.216,0.328,1.92857,0.184,0.288,1.76923,0.152,0.24,1.72727,0.128,0.2,1.77778,0.112,0.176,1.75
161.1367,65.10919,0.808,0.176,0.56,0.384,0.512,3,0.256,0.368,2.285714,0.2,0.304,1.923077,0.16,0.256,1.666667,0.136,0.216,1.7,0.12,0.192,1.666667
161.2344,70.53089,0.656,0.248,0.496,0.376,0.504,2.9375,0.224,0.336,2,0.184,0.288,1.769231,0.152,0.24,1.727273,0.12,0.2,1.5,0.112,0.176,1.75
166.07,62.37392,0.888,0.16,0.64,0.4,0.52,3.333333,0.256,0.36,2.461538,0.208,0.304,2.166667,0.16,0.24,2,0.136,0.208,1.888889,0.12,0.184,1.875
159.7691,66.37914,0.824,0.248,0.568,0.416,0.536,3.466667,0.264,0.368,2.538462,0.208,0.304,2.166667,0.168,0.256,1.909091,0.136,0.208,1.888889,0.12,0.184,1.875
163.5789,66.23261,0.792,0.256,0.608,0.384,0.512,3,0.24,0.352,2.142857,0.2,0.304,1.923077,0.152,0.248,1.583333,0.128,0.208,1.6,0.112,0.184,1.555556
159.6225,65.40226,0.784,0.184,0.616,0.416,0.552,3.058824,0.288,0.408,2.4,0.224,0.336,2,0.168,0.264,1.75,0.136,0.224,1.545455,0.12,0.192,1.666667
162.7974,66.37914,0.792,0.168,0.544,0.384,0.512,3,0.208,0.32,1.857143,0.184,0.288,1.769231,0.152,0.24,1.727273,0.128,0.208,1.6,0.112,0.184,1.555556
161.3809,66.18376,0.776,0.248,0.616,0.392,0.528,2.882353,0.272,0.384,2.428571,0.216,0.32,2.076923,0.168,0.264,1.75,0.136,0.216,1.7,0.12,0.192,1.666667
81.2766,81.2277,0.912,0.168,0.664,0.424,0.544,3.53333,0.264,0.368,2.53846,0.2,0.296,2.08333,0.16,0.24,2,0.136,0.2,2.125,0.112,0.168,2
138.5707,58.0268,0.888,0.248,0.712,0.4,0.52,3.333333,0.272,0.376,2.615385,0.2,0.296,2.083333,0.16,0.248,1.818182,0.128,0.2,1.777778,0.112,0.168,2
138.6684,59.34559,0.712,0.176,0.552,0.44,0.568,3.4375,0.296,0.408,2.642857,0.224,0.328,2.153846,0.168,0.256,1.909091,0.136,0.216,1.7,0.12,0.184,1.875
82.4488,82.3023,0.888,0.16,0.688,0.392,0.512,3.26667,0.2,0.304,1.92308,0.176,0.272,1.83333,0.152,0.232,1.9,0.128,0.192,2,0.112,0.168,2
143.504,59.88287,0.904,0.2,0.744,0.416,0.544,3.25,0.28,0.392,2.5,0.208,0.312,2,0.168,0.256,1.909091,0.136,0.208,1.888889,0.12,0.184,1.875
122.8429,59.29674,0.568,0.16,0.456,0.328,0.448,2.733333,0.208,0.312,2,0.184,0.28,1.916667,0.152,0.24,1.727273,0.128,0.2,1.777778,0.112,0.176,1.75
144.4809,62.5693,0.888,0.16,0.736,0.4,0.52,3.333333,0.28,0.376,2.916667,0.208,0.304,2.166667,0.16,0.24,2,0.136,0.2,2.125,0.12,0.176,2.142857
86.9425,86.5518,0.88,0.152,0.584,0.376,0.496,3.13333,0.216,0.312,2.25,0.184,0.272,2.09091,0.152,0.232,1.9,0.128,0.192,2,0.112,0.168,2
143.8459,60.12709,0.88,0.296,0.608,0.392,0.52,3.0625,0.28,0.384,2.692308,0.2,0.296,2.083333,0.152,0.232,1.9,0.128,0.2,1.777778,0.112,0.168,2
86.6006,85.9656,0.912,0.272,0.592,0.368,0.488,3.06667,0.256,0.36,2.46154,0.2,0.296,2.08333,0.16,0.24,2,0.136,0.208,1.88889,0.12,0.176,2.14286
143.1132,62.27623,0.888,0.32,0.608,0.4,0.528,3.125,0.28,0.392,2.5,0.208,0.312,2,0.152,0.24,1.727273,0.128,0.2,1.777778,0.112,0.176,1.75
86.5518,86.2587,0.92,0.28,0.76,0.408,0.536,3.1875,0.288,0.4,2.57143,0.208,0.312,2,0.16,0.248,1.81818,0.136,0.216,1.7,0.12,0.192,1.66667
145.4089,61.05513,0.912,0.16,0.592,0.408,0.52,3.642857,0.248,0.344,2.583333,0.2,0.288,2.272727,0.168,0.24,2.333333,0.144,0.2,2.571429,0.128,0.176,2.666667
135.2005,58.0268,0.904,0.208,0.696,0.432,0.592,2.7,0.304,0.448,2.111111,0.256,0.392,1.882353,0.152,0.272,1.266667,0.112,0.216,1.076923,0.096,0.184,1.090909
82.3512,81.9116,0.896,0.208,0.696,0.416,0.576,2.6,0.304,0.448,2.11111,0.256,0.392,1.88235,0.16,0.28,1.33333,0.12,0.224,1.15385,0.104,0.2,1.08333
138.3265,58.75946,0.896,0.2,0.704,0.432,0.584,2.842105,0.32,0.456,2.352941,0.272,0.4,2.125,0.168,0.28,1.5,0.128,0.224,1.333333,0.104,0.184,1.3
82.7419,82.3023,0.944,0.192,0.704,0.456,0.6,3.16667,0.336,0.456,2.8,0.288,0.4,2.57143,0.176,0.272,1.83333,0.136,0.216,1.7,0.112,0.184,1.55556
135.6889,58.17333,0.92,0.24,0.712,0.432,0.6,2.571429,0.312,0.464,2.052632,0.264,0.408,1.833333,0.16,0.288,1.25,0.12,0.232,1.071429,0.104,0.2,1.083333
81.6673,80.6905,0.808,0.208,0.616,0.416,0.576,2.6,0.296,0.44,2.05556,0.24,0.376,1.76471,0.152,0.272,1.26667,0.112,0.216,1.07692,0.096,0.184,1.09091
133.6863,58.56408,1.032,0.192,0.624,0.424,0.576,2.789474,0.312,0.448,2.294118,0.264,0.392,2.0625,0.168,0.28,1.5,0.128,0.224,1.333333,0.112,0.192,1.4
82.9373,82.6931,0.936,0.384,0.544,0.376,0.504,2.9375,0.264,0.376,2.35714,0.208,0.312,2,0.168,0.256,1.90909,0.136,0.208,1.88889,0.12,0.184,1.875
140.2314,57.44067,0.92,0.392,0.76,0.416,0.544,3.25,0.288,0.392,2.769231,0.208,0.304,2.166667,0.168,0.256,1.909091,0.136,0.208,1.888889,0.12,0.176,2.142857
82.7908,82.6931,0.96,0.16,0.68,0.424,0.544,3.53333,0.312,0.408,3.25,0.24,0.328,2.72727,0.184,0.256,2.55556,0.152,0.216,2.375,0.136,0.192,2.42857
138.4242,59.05252,0.928,0.28,0.768,0.464,0.6,3.411765,0.216,0.336,1.8,0.176,0.288,1.571429,0.144,0.24,1.5,0.12,0.2,1.5,0.104,0.176,1.444444
140.6222,58.22217,0.96,0.16,0.792,0.456,0.576,3.8,0.312,0.416,3,0.224,0.32,2.333333,0.176,0.256,2.2,0.144,0.208,2.25,0.128,0.184,2.285714
138.18,57.88026,0.92,0.168,0.76,0.304,0.432,2.375,0.184,0.296,1.642857,0.168,0.272,1.615385,0.144,0.232,1.636364,0.12,0.192,1.666667,0.104,0.168,1.625
77.3202,56.3173,0.92,0.24,0.68,0.456,0.576,3.8,0.328,0.432,3.15385,0.184,0.28,1.91667,0.152,0.232,1.9,0.12,0.184,1.875,0.104,0.16,1.85714
130.2184,76.48987,0.936,0.24,0.768,0.456,0.576,3.8,0.328,0.432,3.153846,0.224,0.32,2.333333,0.16,0.24,2,0.136,0.208,1.888889,0.112,0.176,1.75
77.6133,55.9265,0.912,0.168,0.76,0.416,0.536,3.46667,0.184,0.288,1.76923,0.168,0.264,1.75,0.144,0.224,1.8,0.112,0.184,1.55556,0.096,0.152,1.71429
132.1233,77.32022,0.92,0.152,0.776,0.456,0.568,4.071429,0.312,0.408,3.25,0.216,0.304,2.454545,0.168,0.24,2.333333,0.144,0.2,2.571429,0.12,0.168,2.5
78.1994,54.8031,0.944,0.144,0.68,0.368,0.472,3.53846,0.2,0.288,2.27273,0.176,0.256,2.2,0.152,0.216,2.375,0.128,0.184,2.28571,0.112,0.16,2.33333
129.388,76.29449,0.936,0.264,0.544,0.408,0.528,3.4,0.264,0.36,2.75,0.2,0.296,2.083333,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
118.2516,50.21174,0.936,0.224,0.592,0.376,0.496,3.133333,0.2,0.304,1.923077,0.176,0.272,1.833333,0.144,0.224,1.8,0.112,0.176,1.75,0.096,0.152,1.714286
70.6286,68.6748,0.952,0.344,0.776,0.464,0.592,3.625,0.32,0.424,3.07692,0.224,0.32,2.33333,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
117.6654,52.55626,0.96,0.176,0.792,0.424,0.552,3.3125,0.192,0.304,1.714286,0.168,0.272,1.615385,0.144,0.232,1.636364,0.112,0.192,1.4,0.096,0.16,1.5
70.6774,69.1144,0.96,0.168,0.656,0.432,0.552,3.6,0.312,0.416,3,0.216,0.312,2.25,0.16,0.248,1.81818,0.128,0.2,1.77778,0.112,0.176,1.75
118.2027,50.35827,0.936,0.304,0.768,0.488,0.608,4.066667,0.296,0.4,2.846154,0.192,0.288,2,0.152,0.232,1.9,0.12,0.184,1.875,0.104,0.16,1.857143
71.1659,69.1633,0.968,0.168,0.752,0.448,0.568,3.73333,0.328,0.432,3.15385,0.232,0.328,2.41667,0.168,0.248,2.1,0.136,0.208,1.88889,0.112,0.168,2
119.4727,50.99324,0.944,0.216,0.776,0.464,0.584,3.866667,0.32,0.424,3.076923,0.2,0.296,2.083333,0.152,0.232,1.9,0.128,0.192,2,0.112,0.168,2
112.7322,53.19123,0.92,0.192,0.632,0.392,0.512,3.266667,0.184,0.288,1.769231,0.168,0.264,1.75,0.144,0.224,1.8,0.12,0.184,1.875,0.104,0.16,1.857143
75.1711,73.9011,0.928,0.288,0.768,0.424,0.544,3.53333,0.224,0.328,2.15385,0.192,0.288,2,0.16,0.24,2,0.128,0.2,1.77778,0.112,0.176,1.75
125.9689,54.65655,0.92,0.16,0.696,0.376,0.488,3.357143,0.2,0.296,2.083333,0.176,0.264,2,0.152,0.232,1.9,0.12,0.184,1.875,0.104,0.16,1.857143
75.3176,74.3407,0.92,0.224,0.752,0.472,0.592,3.93333,0.304,0.408,2.92308,0.2,0.296,2.08333,0.152,0.232,1.9,0.128,0.192,2,0.104,0.16,1.85714
124.5036,53.97274,0.912,0.168,0.656,0.432,0.56,3.375,0.32,0.424,3.076923,0.24,0.336,2.5,0.168,0.256,1.909091,0.136,0.208,1.888889,0.12,0.184,1.875
75.3665,73.6081,0.888,0.256,0.72,0.384,0.512,3,0.184,0.288,1.76923,0.16,0.256,1.66667,0.136,0.224,1.54545,0.112,0.184,1.55556,0.096,0.16,1.5
124.6013,55.77997,0.896,0.168,0.736,0.456,0.584,3.5625,0.312,0.416,3,0.208,0.304,2.166667,0.168,0.248,2.1,0.136,0.208,1.888889,0.112,0.176,1.75
74.7315,72.9242,0.888,0.16,0.616,0.392,0.512,3.26667,0.232,0.328,2.41667,0.2,0.296,2.08333,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
74.3407,74.2919,0.616,0.192,0.456,0.256,0.4,1.77778,0.16,0.288,1.25,0.144,0.264,1.2,0.12,0.224,1.15385,0.096,0.184,1.09091,0.088,0.168,1.1
128.3623,59.15021,0.704,0.16,0.496,0.352,0.472,2.933333,0.184,0.288,1.769231,0.16,0.256,1.666667,0.136,0.216,1.7,0.112,0.184,1.555556,0.096,0.152,1.714286
133.0513,56.17072,0.712,0.208,0.496,0.368,0.488,3.066667,0.224,0.328,2.153846,0.184,0.28,1.916667,0.152,0.232,1.9,0.12,0.184,1.875,0.104,0.16,1.857143
126.1643,54.60771,0.8,0.216,0.576,0.352,0.472,2.933333,0.176,0.28,1.692308,0.152,0.248,1.583333,0.128,0.208,1.6,0.104,0.168,1.625,0.088,0.144,1.571429
72.6312,71.9962,0.6,0.224,0.432,0.392,0.512,3.26667,0.272,0.376,2.61538,0.2,0.296,2.08333,0.152,0.232,1.9,0.12,0.184,1.875,0.104,0.16,1.85714
131.6349,53.77736,0.872,0.168,0.688,0.376,0.496,3.133333,0.224,0.328,2.153846,0.184,0.28,1.916667,0.144,0.224,1.8,0.12,0.184,1.875,0.104,0.16,1.857143
111.0715,54.21696,0.808,0.184,0.48,0.312,0.44,2.4375,0.184,0.288,1.769231,0.16,0.264,1.538462,0.136,0.224,1.545455,0.112,0.184,1.555556,0.096,0.152,1.714286
127.4343,50.5048,0.848,0.328,0.544,0.352,0.48,2.75,0.208,0.312,2,0.168,0.272,1.615385,0.136,0.224,1.545455,0.104,0.168,1.625,0.088,0.144,1.571429
141.6967,63.69271,0.952,0.288,0.456,0.312,0.448,2.294118,0.2,0.32,1.666667,0.184,0.296,1.642857,0.152,0.248,1.583333,0.128,0.208,1.6,0.112,0.184,1.555556
89.7266,89.3847,0.56,0.496,0.44,0.344,0.488,2.38889,0.216,0.336,1.8,0.184,0.296,1.64286,0.152,0.248,1.58333,0.128,0.216,1.45455,0.112,0.184,1.55556
143.1621,65.79301,0.64,0.12,0.456,0.36,0.448,4.090909,0.128,0.2,1.777778,0.12,0.184,1.875,0.096,0.144,2,0.072,0.112,1.8,0.064,0.096,2
119.6192,77.8575,0.64,0.184,0.256,0.192,0.344,1.263158,0.128,0.256,1,0.112,0.184,1.555556,0.088,0.136,1.833333,0.064,0.096,2,0.056,0.08,2.333333
81.8139,78.1994,0.784,0.384,0.616,0.424,0.552,3.3125,0.28,0.392,2.5,0.208,0.312,2,0.168,0.256,1.90909,0.136,0.216,1.7,0.112,0.176,1.75
67.5026,65.3534,0.936,0.168,0.632,0.36,0.488,2.8125,0.2,0.312,1.78571,0.176,0.28,1.69231,0.144,0.232,1.63636,0.12,0.2,1.5,0.104,0.176,1.44444
65.5488,64.6696,0.968,0.304,0.592,0.368,0.488,3.06667,0.224,0.328,2.15385,0.192,0.288,2,0.16,0.24,2,0.136,0.208,1.88889,0.12,0.176,2.14286
139.4988,54.07042,1.008,0.392,0.552,0.408,0.528,3.4,0.272,0.376,2.615385,0.208,0.304,2.166667,0.168,0.248,2.1,0.136,0.208,1.888889,0.112,0.168,2
85.9168,85.4283,0.968,0.456,0.712,0.352,0.48,2.75,0.216,0.328,1.92857,0.184,0.288,1.76923,0.152,0.24,1.72727,0.128,0.2,1.77778,0.112,0.176,1.75
133.784,60.81091,0.776,0.256,0.592,0.416,0.536,3.466667,0.288,0.392,2.769231,0.216,0.312,2.25,0.176,0.256,2.2,0.144,0.216,2,0.128,0.192,2
83.4257,83.1327,1.008,0.184,0.64,0.44,0.56,3.66667,0.288,0.392,2.76923,0.216,0.312,2.25,0.168,0.248,2.1,0.144,0.216,2,0.128,0.184,2.28571
